hasoc_hi_4323	#CWC2019 में भारत को पहली हार का सामना करना पड़ा। रोहित शर्मा का शतक और मोहम्मद शमी के 5 विकेट भी काम न आए और इंग्लैंड 31 रन से जीत गया	NOT	None	NULL
hasoc_hi_141	चाहे दिल्ली हो, उत्तर प्रदेश, मध्य प्रदेश या फिर राजस्थान। देश के हर कोने से नन्हें मासूमों के साथ हर रोज रेप हैवानियत की ख़बरें आ रही है लेकिन हमारे देश का कानून इतना नाकारा हैं कि अपराधियों के हौसले बुलंद हैं। सरकारें भी अपनी राजनीति के चक्कर में कोई कड़े फैसले नहीं ले रही हैं	NOT	None	NULL
hasoc_hi_7490	अमित शाह से बाद में फिर तू पूछेगी यह क्या कर दिया   रंडी	HOF	PRFN	UNT
hasoc_hi_1085	If the Qazi sees that this case is not instigated by immorality, he can direct for this separation to take place. #trueislam #tripletalaqtruth	NOT	None	NULL
hasoc_hi_3026	sir ap se ak rquest h ak bar fir ap Mulayam ji ko aage kr de dekhey parti bhut aage jaygi	NOT	None	NULL
hasoc_hi_4685	फूल की काँटों से दोस्ती बेमिसाल है  काँटे कितना दर्द फूलों को देते हैं  फिर भी फूल मुस्कुराते हुए खिलते हैं  काँटों को भी तो देखो , फूलों की रक्षा करते हैं  खुद दर्द सहकर फूलों को महफूज़ रखते हैं ।    #आपकी_काँची  #हिंदी_शब्द  #शब्दनिधि	NOT	None	NULL
hasoc_hi_5634	Question Hour in Rajya Sabha.  1. संस्कृत महाविद्यालय ।  https://m.facebook.com/story.php?story_fbid=443161759855093&id=464554060349094 …	NOT	None	NULL
hasoc_hi_3807	राजधानी दिल्ली में गर्मी का कहर जारी, आज शाम हल्की बारिश की संभावना    #rain   https://abpnews.abplive.in/india-news/heat-rises-in-delhi-the-possibility-of-light-rain-this-evening-1157497 …	NOT	None	NULL
hasoc_hi_6113	#कुत्ते और #मुर्गे आदि लड़वाने वालों बेज़ुबान #जानवरों से भी बद तरीन और #लानती हैवान नुमा #इंसान है जो दुनिया के चंद #सिक्कों के लिए यह घिनौनी काम करते हैं	NOT	None	NULL
hasoc_hi_304	लोन देने के नाम पर बैंक निजी फाईनैंस कंपनियां पूरे देश को लूट रही हैं और देश का प्रधानमंत्री योग करना सिखा रहा है,	NOT	None	NULL
hasoc_hi_4297	नफरत करनी है उतनी कर लो रंडवो बाजारू रंडी कि औलादो।।	HOF	PRFN	UNT
hasoc_hi_5551	#BEDTET2011बेरोजगार  @narendramodi @myogiadityanath यह कैसे देश/प्रदेश के तानाशाह मुखिया हैँ जो #BEdTET2011 के बेरोजगारों की #दयनीय हालत पे आँख बंद किये मदमस्त हैँ...#गूंगे,#बेहरे,#कुत्ते,#कमीने..नेताओं से भी बदतर..  @AmitShah  @drdineshbjp @DrMNPandeyMP @kpmaurya1 @RSSorg @Swamy39	NOT	None	NULL
hasoc_hi_31	Proud of @AdvAshwaniDubey Ji    आज सोनभद्र सिंगरौली क्षेत्र में साँसों से कोयला लेने को मजबूर करोड़ो लोगों को साफ हवा का अहसास करवाया    गैरकानूनी तरीके से चल रहे 5000 कोयला ट्रक बंद करवाये    लड़ाई लम्बी हैं पर इरादे मज़बूत है  #SingrauliPollution	NOT	None	NULL
hasoc_hi_5122	जिस देश में #कन्हैया_कुमार जैसा पढ़ा लिखा युवा हार जाए #आतंकवादी_प्रज्ञा जीत जाए  उस देश की जनता का   भगवान भला करे  @pankhuripathak @kanhaiyakumar @DrKumarVishwas @satender1234123 @LambaAlka @shaila_rashid	NOT	None	NULL
hasoc_hi_7797	इस बात की उम्‍मीद है कि आम बजट में वित्‍त मंत्री निर्मला सीतारमण मिनिमम बैंलेस को लेकर कुछ अहम ऐलान कर सकती हैं #Budget2019 #Modinomics19	NOT	None	NULL
hasoc_hi_4815	Chad gundan ki chati PE......10 sheet le gyi haati wali.....Aur babua ke haate me de gayi katora.......	NOT	None	NULL
hasoc_hi_2546	#कमल_हासन अपने विचार रखने के लिए आज़ाद है,  तो फिर #प्रज्ञा_ठाकुर क्यो नही?  क्या इस देश मे #अभिव्यक्ति_की_आज़ादी की दो परिभाषाये है?	NOT	None	NULL
hasoc_hi_6437	बाबा साहब डॉ० भीम राव अम्बेडकर ही हमारे 'महादेव' हैं...।।  वो अमर होकर आज भी हमारी सुरक्षा कर रहे हैं...।।  बाबा साहब की जय हो...	NOT	None	NULL
hasoc_hi_4283	सूअर शब्द किसके लिए इस्तेमाल किया जाता है ? जस्ट पुचिंग 	NOT	None	NULL
hasoc_hi_4475	मैदान पर आपसे गेंदबाज कांपते थे, कई ऐसे मैच आपने जिताए जो यादगार हैं। जब मैंने क्रिकेट देखना शुरू किया था तब आपकी इण्डिया टीम में इन्ट्री हुई थी। इसलिए मुझपर क्रिकेट का जुनून आपको देखकर चढ़ा। स्पेशली छक्के लगाने में आपका कोई जवाब नहीं था।     Always miss you #YuvrajSingh	NOT	None	NULL
hasoc_hi_1777	न केवल हाफिज़ को  उनकी पूरी पार्टी के उम्मीदवारों को #पाकिस्तान की जनता ने चुनाव में नकार दिया था।     हमने #प्रज्ञा_ठाकुर को जीत दिला दी।    @KRaval20  @ParulDRayka4  @abhayjotava @abhisar_sharma @LambaAlka	NOT	None	NULL
hasoc_hi_4243	बेटे तेरे जैसे मेरी कार के टायर साफ करते है 400 रुपये महीने पर     तेरी अवकात पता है भड़वा है तू दंगाई संघ का     तेरी तो ऐसी की तैसी सड़क छाप स्वर की औलाद   चल भड़वी के तू ब्लॉक हुआ अब स्वर के बच्चे 	HOF	PRFN	UNT
hasoc_hi_1301	एक दोस्त ऐसा सिरहाने चाहिए  जिससे दोस्ती के बहाने चाहिए  मिल कर वफ़ा निभायें हम दोनों  फ़िज़ाओं में गूंजे वो तराने चाहिए...    #आपकी_काँची  #हिंदी_शब्द  #शब्दनिधि	NOT	None	NULL
hasoc_hi_3690	लुंड की प्यासी रंडी ने लुंड को चूस -चूस कर पिया 2 720p http://xv.musz.info/%e0%a4%b2%e0%a5%81%e0%a4%82%e0%a4%a1-%e0%a4%95%e0%a5%80-%e0%a4%aa%e0%a5%8d%e0%a4%af%e0%a4%be%e0%a4%b8%e0%a5%80-%e0%a4%b0%e0%a4%82%e0%a4%a1%e0%a5%80-%e0%a4%a8%e0%a5%87-%e0%a4%b2%e0%a5%81%e0%a4%82/ …	HOF	PRFN	UNT
hasoc_hi_4509	Congratulations Akhileshji.. make perfect strategies and execute them with Mayawatiji and Rahulji for the next UP Assembly elections...	NOT	None	NULL
hasoc_hi_3628	अच्छी शुरुआत के बाद लड़खड़ाई टीम इंडिया, बांग्लादेश को दिया 315 का लक्ष्य, वर्ल्ड कप में रोहित ने जड़ा चौथा शतक    #CWC19 #INDvsBAN   https://abpnews.abplive.in/sports/india-vs-bangladesh-icc-cricket-world-cup-2019-ind-sets-target-of-315-runs-1158878 …	NOT	None	NULL
hasoc_hi_6681	If I heard it right, the mob is saying 'Allah-o-Akbar' and 'Naara-e-Takbeer'?	NOT	None	NULL
hasoc_hi_240	ये भीख न रहे, ये भीखारी न रहे धरा पे,    ठीक तुम्हारी तरह का तुम्हें इंसान सौपा है,    ऐसा काम करना की इतिहास बने,    सब कहें बूढी माँ ने हमें वरदान सौंपा है।।	NOT	None	NULL
hasoc_hi_630	जल के बिना मछली जिंदा रह सकती है मगर बीजेपी टीवी पर धार्मिक विवादों पर बहस दिखाये बिना जिंदा नही रह सकती,,,  @ziddy_zoya @BebakAawaj @VoiceofmyBharat @Anjupra7743 @ppbajpai	HOF	HATE	TIN
hasoc_hi_3797	सपा के लिए ये एक बड़ा मौका है दलित भाइयों का दिल जीतने के लिए अब दलित भाइयो को मायावती से कोई उम्मीद नही है।    अखिलेश यादव को OBC के साथ छोटी जातियों पे भी ध्यान देना चाहिए उन्हें अपने पार्टी में आने का न्योता दे।    फ़िर 2022 का चुनाव दलित-पिछड़ी के लिए जीत आपकी होगी।	NOT	None	NULL
hasoc_hi_3386	एक शख्स ऐसा भी है जिसका नाम मोदी है   पैर से लेकर सिर तक सिर्फ और सिर्फ झूठ फरेब धोखेबाजी नमक हरामि गद्दारी देश के प्रति दिखाई देती है  आक थू थू मोदी नाम पर	HOF	OFFN	TIN
hasoc_hi_20	Beating #Thailand in their home is a commendable performance. Congrats our new coach @stimac_igor	NOT	None	NULL
hasoc_hi_2753	बस इतनी सी बात काफी है हमारे ताअर्रुफ़ में ~  हुकूमत डर के हर रोज़ नया ठिकाना बदलती है ~	NOT	None	NULL
hasoc_hi_5019	हाँ एकदम ठीक कह रहे हैं साहब।  जनता को गुमराह करने के लिए कभी #चाय बेची, कभी #पकोड़े, तो #पिछड़े बने,तो कभी खुद #नीच कहे,तो कभी लोगों को #पन्द्रहलाख का झांसा दिया तो कभी #चौकीदार बन राष्ट्रवाद का मुखौटा लगा #नौटबंदी कर लाखों करोड़ रुपये का घोटाला कर,राष्ट्र की जड़ें खोद डाली .....	NOT	None	NULL
hasoc_hi_4472	5 साल से एक जानवर के नाम पे मार रहे हो वो दिखता नही। शूरूआत करोगे तो अब बराबर जवाब मिलेगा तब रंडी रोना रोते रहना	HOF	PRFN	UNT
hasoc_hi_5728	भोसडीके  अभिनंदन को बीच में लाने को किसने बोला ?   मा चोदेंगे फिर तो	HOF	PRFN	UNT
hasoc_hi_7680	बाबारामरहिम के अच्छे आचरण पर जमानत मिल सकती है तो 14 साल से जेल में बंद शहाबुद्दिन का जेल में कोनसा बुरा आचरण है , कानून सबके लिये बराबर होना चाहिये	NOT	None	NULL
hasoc_hi_3701	दिल्ली के पूर्व मुख्यमंत्री आदरणीय श्री साहिब सिंह वर्मा जी की पुण्यतिथि पर उन्हें विनम्र नमन।	NOT	None	NULL
hasoc_hi_4202	एक तीसरा “आपशन” भी है,  और वो है “संघर्ष”	NOT	None	NULL
hasoc_hi_7696	तू हिजड़ा की सकल पे तू कुत्ता भी लुंड नहीं मारेगा	HOF	PRFN	UNT
hasoc_hi_6512	AIMIM chief @asadowaisi said that attacks on Muslims will not stop in the near future also alleged that there are specific organisations behind such incidents.	NOT	None	NULL
hasoc_hi_4839	मै देश नही बिकने दूंगा ये कहने वाला NTPC BSNL को कौड़ियों के भाव बेच रहा है,,,	NOT	None	NULL
hasoc_hi_1908	दिल्ली के रहने वाले युवक यहां नहाने के लिए आए थे	NOT	None	NULL
hasoc_hi_921	Hum sab sangharsh karne ko taiyar Hain samajwadi party zindabad akhilesh yadav jindabad	NOT	None	NULL
hasoc_hi_3218	इश्क़ की बात है,  धूप मे खिले गुलमोहर की बरसात है!!  गुल मेरा रंग चुरा लाए हैं गुलज़ारों में,   जल रहे हो तुम भरी बरसात की बौछारो में...  अमलतास और गुलमोहर सी हूँ मैं ,  बैशाख में बसन्त को तरसती हूँ  गुलमोहर चितचोर है  मेरे नहीं कईयों के दिल पर राज करता है वो!!  #हिन्दी_शब्द  #शब्दनिधि	NOT	None	NULL
hasoc_hi_6143	खैरा बाज़ार,बहराइच में मुसलमानों पर पहले तो ज्यादती और फिर पुलिस की एकतरफा कार्यवाई। आखिर इंसाफ कौन करेगा? कोई तो आवाज़ उठाए बेगुनाह मुसलमानों के लिए। @samajwadiparty @yadavakhilesh @dimpleyadav @arisudan11 @MirzaInam_ @YasirS_Alig @Aqdas_shaikh_22	NOT	None	NULL
hasoc_hi_5730	मैं चुनाव आयोग को, और चुनाव प्रक्रिया से जुड़े प्रत्येक व्यक्ति को, बहुत-बहुत बधाई देता हूँ और भारत के जागरूक मतदाताओं को नमन करता हूँ: पीएम @narendramodi जी ।   #MannKiBaat	NOT	None	NULL
hasoc_hi_1644	साला बल्ला तो बिल्कुल माब लिंचिंग टाइप चलाता है मादरचोद	HOF	PRFN	UNT
hasoc_hi_6315	गौरव साहब नारंगी वाले क्या दूसरे देश के हैं जो उस रंडी ने ऐसा लिखा है	HOF	PRFN	TIN
hasoc_hi_1161	Best of luck and God bless you	NOT	None	NULL
hasoc_hi_6483	make a proper young and experience team -- identify good people who can stand with you . ---come with good strategies:;;;create your own audience and learn alot from MoODI:	NOT	None	NULL
hasoc_hi_1066	कामयाबी के मुक़ाम के लिए दिए सा बनना बहुत ज़रूरी है.. साहिब..!    दिया हमेशा दूसरों के लिए जलता है...दूसरों से नहीं जलता..!    शुभरात्रि ट्वीटरीयों	NOT	None	NULL
hasoc_hi_7794	Nayan Neerav Abe Ulta kahe ko bol rha hSP- 15BSP- 5	NOT	None	NULL
hasoc_hi_523	इस रशीदी जेहादी का पायजामा पीला तो नही है आज आज हरामी को बड़ा भाईचारा नज़र आ रहा है	HOF	OFFN	TIN
hasoc_hi_1368	जब से मैंने तोहे निहारा, रातों को न सोई....    #krishnakanhaiya #muraliwale #mohan #kanhaiya #radheradhe #jaishriram #gopalkanhaiya #bhajansandhya #acharyapramodkrishnam  @AcharyaPramodk	NOT	None	NULL
hasoc_hi_719	#CWC19 #INDvENG जान बूझकर हारने वाले बयान पर कपिल देव ने दिया पाकिस्तानी क्रिकेटर्स को करारा जवाब.   @therealkapildev @TheRealPCB @BCCI https://www.wahcricket.com/news/world-cup-2019-legend-kapil-dev-respond-to-former-pakistan-cricketers-statement-138653 …	NOT	None	NULL
hasoc_hi_5932	देश की राजनीति में आप आदर्श नेता है और यह हम सब मानते हैं अगर राजनीति में किसी व्यक्ति को आदर्श माना जा सकता है तो आदरणीय अखिलेश यादव जी हैं! आप इसी लिए विशेष है !जय अखिलेश	NOT	None	NULL
hasoc_hi_5460	साहस, शौर्य, बलिदान एवं देशभक्ति की प्रतिमूर्ति, अंग्रेजी शासन के विरुद्ध 1857 के स्वतंत्रता संग्राम में अग्रणी भूमिका निभाकर हम सब भारतीयों में गर्व प्रबल साहस और शौर्य भरने वाली महान #झांसी_की_रानी  #लक्ष्मीबाई जी के बलिदान दिवस पर उन्हें शत्-शत् नमन।  || विनम्र श्रद्धांजलि || 	NOT	None	NULL
hasoc_hi_5667	#NewProfilePic  #राह चलते पागल बनते हैं दोस्त, #Cold_Drink बोल के दारु पिलाते हैं दोस्त,  कितने भी #कमीने हो पर काम पड़ने पर हमेशा #आगे रहते हैं #दोस्त !!	NOT	None	NULL
hasoc_hi_5414	उनका क्या काम है ये अहले सियासत जानें  मेरा पैग़ाम मुहब्बत है जहाँ तक पहुंचे    गड़तंत्र दिवस की बधाई सभी देशवासियों को...  @AbbasAliRushdi @yasarshah_SP @dralvirashah @Rashid_Idrishi6	NOT	None	NULL
hasoc_hi_2386	चाबी से खुला ताला बार बार काम मे आता है और हथौड़े से खुलने पर दुबारा काम का नही रहता ।  इसी तरह संबन्धों के ताले को क्रोध के हथौड़े से नहीं बल्कि प्रेम की चाबी से खोलें।    #शुभ_रात्री	NOT	None	NULL
hasoc_hi_1987	#CWC19 इंग्लैंड के हाथों हार के बाद कप्तान विराट कोहली ने इन्हें बताया हार के लिए जिम्मेदार.   @BCCI @imVkohli #INDvENG   https://www.wahcricket.com/news/world-cup-2019-indian-captain-virat-kohlis-reaction-after-lose-against-england-138724 …	NOT	None	NULL
hasoc_hi_5726	इटौंजा: खुद खून से लथपथ लेकिन अपनी बहन की जान बचाने के लिए संघर्षरत इस युवक का दर्दनाक वीडियो।    उप्र सरकार कुछ तो रहम-दया दिखाए। अपराधियों ने प्रदेश को कठपुतली बना लिया है।  @myogiadityanath @yadavakhilesh  @Uppolice @ziddy_zoya_ @VoiceofmyBharat @Anjupra7743	NOT	None	NULL
hasoc_hi_6751	पहलू खान के बेटे ने कहा-कांग्रेस सरकार से हम इंसाफ चाह रहे थे,चार्जशीट नहीं!    बहुजन समाज के संघी कांग्रेसी भक्तों अब क्या विचार है इस पर?  बस ध्यान रखना घटना राजस्थान की है!  @mpchalia @MLArajeshSP  @bahujanwarrior @invincisachin  @MyselfViraj @gajbhiye_sumegh	NOT	None	NULL
hasoc_hi_924	#प्रज्ञा_ठाकुर भोपाल से चुनाव जीत गयी   #CongratsNaMo	NOT	None	NULL
hasoc_hi_7695	तुम्हारा जिहाद तुम्हारी गांड में डाल कर मुंह से निकाल देंगे भेनचोद...	HOF	PRFN	UNT
hasoc_hi_5594	एक मुस्लिम व्यक्ति ने दूसरे मुस्लिम असगर अली को पीटा, उठक बैठक लगवाई और जबरदस्ती 'जय श्री राम' बुलवाकर वीडियो बनाया।    वीडियो में खुद का चेहरा नहीं दिखाया, वीडियो वायरल हो गया।    नकली सेक्युलर गैंग हिंदुओं को गाली देने लगे, अब पोल खुल गयी पुलिस ने उस मुस्लिम को गिरफ्तार कर लिया है।	NOT	None	NULL
hasoc_hi_7762	इसलिए तो कहते हैं स्कूलों में हिंदी को ज्यादा से ज्यादा पढ़ाई जाए बच्चों की हिंदी सुधरे। गाली तो  #कमिने  #दोस्ती सिखा देते हैं।     #Follow me % #Follow Back	NOT	None	NULL
hasoc_hi_2820	जो भी मेरे ईश्वर के विरूद्ध आये काट दो सालों को ये आग बहुत आगे जाएगी सीधे रण होना चाहिए   ईश्वर से कामना है ये जो राक्षस है उनका संघार करने के लिए इस्वर लोगो को शक्ति दे   सुरश चव्हाणके @SureshChavhanke  आप बहुत सही कर रहे है   ये साले सुअर है   इनको अहिँसा परमो धर्म समझ नही आता 	HOF	HATE	TIN
hasoc_hi_5626	बापू हम शर्मिंदा हैं तेरे क़ातिल अभी ज़िन्दा हैं   #प्रज्ञा_ठाकुर मुर्दाबाद  #गोडसे मुर्दाबाद..	NOT	None	NULL
hasoc_hi_3287	बुढ़ाना, मुज़फ्फरनगर में त्यागी पेपर वर्क्स फैक्ट्री का उद्घाटन करते हुए श्रीकल्कि पीठाधीश्वर @AcharyaPramodk जी.	NOT	None	NULL
hasoc_hi_3742	1971 के बाद देश ने पहली बार एक सरकार को प्रो इंकम्बेंसी जनादेश दिया है।    ये जीत सच्चाई की जीत है, भारत के लोकतंत्र की जीत है: पीएम मोदी जी ।	NOT	None	NULL
hasoc_hi_1163	'आदमी तो आदमी, मैं तो पानी के बारे में भी सोचता था'...लिखने वाले कवि आलोकधन्वा के जन्मदिन पर साहित्य आजतक की बधाई	NOT	None	NULL
hasoc_hi_336	I am Thankful To Mr @danish786aimim1 and @ShaukatAli_77 Sahab for creating #Member_OF_IT_CELL_AIMIM    BAHRAICH	NOT	None	NULL
hasoc_hi_7194	मादरजात सनी ,तेरे पास टाइम नही है तो,'तेरी माँ क्यो चुदाई इधर ?	HOF	PRFN	TIN
hasoc_hi_351	थोर क्रांतिकारक राणी लक्ष्मीबाई   यांना पुण्यतिथीनिमित्त विनम्र अभिवादन..!! #RaniLaxmiBai #रानी_लक्ष्मीबाई #लक्ष्मीबाई 	NOT	None	NULL
hasoc_hi_495	मुस्लिम लोगों से वोट मांगने वाली पार्टियां क्या अभी इस मुस्लिम के बारे में कुछ बोलेंगे    @Mayawati  @yadavakhilesh  @RahulGandhi    ऐसी #नीच और #कमीne मुस्लिम लोगों को मार देना चाहिए, जो हमारी हिंद बेटी पर बुरी नजर डालें 	NOT	None	NULL
hasoc_hi_7374	तबरेज के लिए तो तेरे अमनपसंद कौम के अम्मि बेगम ने चूडियां तोडकर विध्वा विलाप किये थे!  तुम लोगों के मजार पर हिन्दू मोहल्ले के कुत्ता भी पैशाब कर दे तब भी दंगा भड़काने वाले हरामी कौम है,मन्दिर कि मूर्ति तुडवाने मे तेरा ही साजिश है  	HOF	HATE	TIN
hasoc_hi_5808	बुर्का भी केवल लाचार मुस्लिम औरतों के लिए है।  दम है तो तैमूर की अम्मी, शाहरूख की बेटी, जावेद अख्तर की पत्नी को पहनाकर दिखाओ ।    Agree = RT	NOT	None	NULL
