hasoc_hi_852	सर जिस दिन रोड़ पर चौराहे पर केजरीवाल की माँ बहन और बेटी को कठूवे चोद के जांयेगे उस  दिन केजरीवाल को पता लगेगा, इस कुत्ते की फैमिली को पुलिस सुरक्षा मीली हुयी है इस रंडी के बच्चे को नहीं फरक पड़ता	HOF	PRFN	UNT
hasoc_hi_7067	#भारतमें बहोत #कुत्ते आवारा बनकर घुमते रहते है,भुँकते है और काँटते भी रहे है..  अगर #पाकीस्तानमें गोशकी कमी है और चावसे ईसे खाना चाहते है तो ईनको भेजे क्या?  बिलकुल मुफ्त!!!@no cost..	HOF	PRFN	TIN
hasoc_hi_3934	तुम हो सुअर कि औलाद तुम्हारा अब्बा है सुअर     इतने शरीफ़ नहीं हो तुम आतंकियों बस मैं इतना बोल रहा हुँ आराम से रहो वरना हिंदू ने हथियार उठा लिए ना फिर कही कुछ नहीं कर पाओगे	HOF	PRFN	TIN
hasoc_hi_7649	भोसंदी वाले कुतिया की पैदाइश अपना गान्द खुज्लीवाल पप्पू से फड्वा  बीजेपी वालो के चक्कर मे पडेगा तो सूअर की औलाद तेरे पिछवाडे टाका भी लगाने लायक नही बचेगा कुतीया की पैदाइश	HOF	PRFN	UNT
hasoc_hi_747	तू #कुत्ते का नही #बिल्ली का #बच्चा है   कुत्ता वफ़ादार होता है   पर तू #बिल्ली का #बच्चा है जो सोचता है #मालिक कब जाए और मैं सब खा जाऊँ..???     BC.. तू कब #देश के #ख़िलाफ़ बोलना छोड़ेगा #बिल्ले	HOF	PRFN	UNT
hasoc_hi_3728	इमरान हुसैन तेरी औकात क्या है सूअर  कल को मस्जिद टूटेगी तो चीखना चिल्लाना मत  भाई चारा निभाना  और शांति की अपील करना	HOF	PRFN	TIN
hasoc_hi_481	फिर तेरी मां तेरी नयी बीवी मेरे साथ थीरीसम करेगी तू विडियो बनाना समझ गया मादरचोद	HOF	PRFN	UNT
hasoc_hi_1306	भागकर जा, और केजरीवाल के कान के नीचे एक रखकर आजा' ....	HOF	PRFN	TIN
hasoc_hi_4827	माँ ठोको मुल्लों की । मादरचोद मुल्ले	HOF	PRFN	TIN
hasoc_hi_4218	सूअर की फसल नसबंदी कराने से ही रुकेगी 	HOF	PRFN	UNT
hasoc_hi_4280	दो मिनट का मौन उन #हिन्दुओ के लिये  जो मंदिर में माथा टेकने की बजाय पर्स में 786 का नोट रखकर ये सोचते है कि बरकत आएगी 	NOT	None	NULL
hasoc_hi_3743	Tumko wapis CM bana de kya fir loot start karoge	HOF	OFFN	UNT
hasoc_hi_4366	अब ये हलाल करके बच्चे पैदा करेगी, क्यो की कुराण मे लिखा है,की औरत बच्चे पैदा करणे की खेती है  अब ये रंडी बुरखा पहन के घर मे acting करेगी	HOF	OFFN	UNT
hasoc_hi_5431	तो ये @sardesairajdeep ऐसे चिलाता जैसे इसका बाप मर गया है  ये हवाला का पैसा लेकर पत्रकारिता करता है  सूअर का बच्चा	HOF	PRFN	TIN
hasoc_hi_2698	10 रुपए की किताब   (बीरबल की कहानियाँ) बता देती है   अकबर कितना बड़ा गधा था और इतिहास की किताबों   में पढा रहे हैं अकबर महान था,,,	NOT	None	NULL
hasoc_hi_4769	वसीम जायरा के हिसाब से बॉलीवुड में काम करने वाले सभी मुस्लिम कलाकार हरामी है।  इन सभी के पास ईमान नही है।	NOT	None	NULL
hasoc_hi_5953	#ZairaWasim पर भड़कीं रवीना टंडन, कहा- दो फिल्म करने वालों के इंडस्ट्री छोड़ने से कोई फर्क नहीं पड़ता, अच्छा होता अगर सम्मान के साथ छोड़तीं	NOT	None	NULL
hasoc_hi_4559	जय श्री राम के नारे आज जबरदस्ती लगवाये जा रहे है ऐसा जुल्म तो कभी अंग्रेजों ने भी भारत की जनता पर नही किया,,	NOT	None	NULL
hasoc_hi_7689	गुङगांव मे संघी आतंकियो ने एक मुस्लिम परिवार के घर मे घुसकर उस परिवार को बेरहमी से पीटा, इस आतंकी घटना का वीडियो सोशल मीडिया पर वायरल हो रहा है। @gurgaonpolice स्पष्ट करे वह इन आतंकियो पर NSA लगाएगी या नही?	NOT	None	NULL
hasoc_hi_4070	फिर पगले प्राचा को बुला लिया तूने।इस सूअर को क्यों बुलाते हो।	HOF	PRFN	TIN
hasoc_hi_4188	और सच होता कड़वा है   रवीश कुमार भडवा है   	HOF	OFFN	TIN
hasoc_hi_4968	ये निर्णय काफी पहले होना चाहिए था कि अगर आतंकवाद का कोई धर्म नहीं होता,  तो आतंकी को इस्लामिक धर्म के अनुसार दफनाया क्यों जाता है??    भारत को चाहिए कि इन आतंकियों के अंग निकाल कर जरूरतमंदों मे दिया जाए या इनकी लाशों को मेडिकल की पढ़ाई केलिए रखा जाए या केरोसिन छिड़क कर जला दिया जाए।	NOT	None	NULL
hasoc_hi_1460	क्या भाई मानक यार तुम भी हद्द इंसान हो मतलब मोदी जी ने कह दिया मतलब ऐसा हो जाएगा??    धत्त बुड़बक ऐसा तो मोदी जी ने साध्वी प्रज्ञा के बारे में भी बोला था, कार्यवाही हुई? यहां तक कि चेतवानी भी नही दी गई?    भाई ये मत भूलो उ हमारे गोधरा वाले PM है, उनका इशारा है वो इससे खुश है।	HOF	OFFN	UNT
hasoc_hi_6692	केजरीवाल एक बाप मर गया   सदमे से उसकी बेटी जो दुल्हन बनी ही थी उसको एक शांतिदूत अगवा करके ले गया बंदूक की नोक पर क्या कोई मुआवजा मिलेगा इंसाफ मिलेगा @KapilMishra_IND @TajinderBagga	NOT	None	NULL
hasoc_hi_79	अबे दोगले ये कानून ये समाज की बात अब क्यों कर रहा है ये सब तुम जैसे दलालों का बोया बीज है तो अब फट क्यों रही है???  तुम जैसे हरामियों ने ही देश की नफरत की आग में झोंका है जब हिन्दू मोब्लिंचिंग करे मुसलमानों को जान से मारे तो बचाव करने आते हो तब ये दोगलापन कहाँ था रे हरामी 	HOF	OFFN	UNT
hasoc_hi_93	पत्रकारिता है आती ही नही है    दलाली है की जाती नही।	HOF	OFFN	UNT
hasoc_hi_4328	कानिया बाबा शान्त है,मतलब   भगवा जाने वाली है।  कुछ ढोल जल्दी-जल्दी बज रहे है #प्रज्ञा_ठाकुर	NOT	None	NULL
hasoc_hi_717	संघी और दलाल मीडिया मिलकर #इस्लाम को बदनाम करने में लगे रहते हैं,     फिर भी #दुनिया में 124456 लोग हर रोज़ #इस्लाम क़बूल करते हैं।     #TripleTalaqBill	HOF	HATE	TIN
hasoc_hi_2091	यहां कांग्रेस और मीम की बात नहीं है वे सुअर तुम जिसको गाली दिया पहचानता था उसको .??  या जिसको तुम टारगेट किया उक्त महिला ने तुम्हारा कुछ बिगाडा था ?  इसका जबाब दो ना मादरचोद बिहारी  ' वेश्या के पैदाइस'	HOF	PRFN	UNT
hasoc_hi_5247	आत्मरक्षा करना सीखो वरना ये हरामी गिद्ध नोच के खा जायेंगे	NOT	None	NULL
hasoc_hi_1822	#NoToJaiShriRam तो क्या भोसडीके 'अल्लाह हू अकबर' बोलकर बम फोड़ें।   जो राम का नही  वो किसी काम का नही।	HOF	PRFN	UNT
hasoc_hi_5263	दिल्ली बालो चुतिये हो क्या पेलो मादरचोद मुल्लो को	HOF	PRFN	TIN
hasoc_hi_3020	गोदी मीडिया के भक्त गोदी में खेलता रहेगा,खिलौना बन कर?पत्रकार पिट  रहे हैं,कभी तुम्हारी भी,,,पुलिस पिट रही है, डाॅ, पिट रहे हैं,?,	HOF	OFFN	UNT
hasoc_hi_4191	मुसलमान देशद्रोही सूअर को मौत की नींद सुला दो 	HOF	PRFN	TIN
hasoc_hi_4208	गाधीं को #Africa (अफ्रीका )  में #रंगभेद दिख गया ,    लेकिन    उसको #भारत में #जातिवाद नहीं दिखा !    है न कमाल का #महात्मा |	HOF	OFFN	TIN
hasoc_hi_7608	तू है का बे भोसडीके उनके प्रतिनिधि।	HOF	PRFN	UNT
hasoc_hi_6329	कभी किसी ने इन्हें नीच कहा था तो लोगों को बहुत मिर्ची लगी थी परन्तु तब साहेब ने ठान लिया था कि यह #नीच से भी नीच बन कर दिखाएँगे ओर सच में इन्होंने कर दिखाया #मुबारक हो आपको एक स्तर और उतरना ! कैसा लगता है इतना नीचे गिर कर ? एक गिरावट है आपके स्वभाव में बचपन से ! लानत है ।	NOT	None	NULL
hasoc_hi_3584	मीट की दुकान पर आधारकार्ड  दिखाना अनिवार्य किया जाये  ताकि पता तो चले की कुरैशी जी ले रहे हैं या मिश्रा जी   धर्म के ठीकेदार?	NOT	None	NULL
hasoc_hi_3859	मोदी जी कि शय मैं ही सब कुछ हो रहा है, @warispathan विधायक #AIMIM on #Lynchings     #stoplynching #stopthehate #equalityforall #India     @asadowaisi   @anjanaomkashyap	NOT	None	NULL
hasoc_hi_6201	तो वो भड़वा cm उसकी माँ  खुदवा ने के लिए दिल्ली पुलिस की  चार्जशीट दबाके बैठा है  # टुकड़े टुकड़े गैंग	HOF	PRFN	TIN
hasoc_hi_3542	#Media420 की नमक हरामी की हद तब पार हुई ,जब पाकिस्तान में नाबालिग हिंदू बच्ची का मुस्लिम ने अपहरण करके उसे इस्लाम धर्म अपनाने के लिए मजबूर किया  , इस बारे मे ना तो मीडिया ने मुंह खोला और ना ही सरकार द्वारा कोई ठोस कदम उठाया गया	HOF	OFFN	TIN
hasoc_hi_6137	सिर्फ़ भ़ड़व़ा B ग्रेड़  वालों को मिर्ची लग रही है ??	HOF	PRFN	UNT
hasoc_hi_40	Matherchod Suar katue,apni asli pahchan ke साथ आ।#कुत्ते कटुए	HOF	PRFN	UNT
hasoc_hi_2554	ये मुल्ले सिंदूर लगाने को हराम,एक्टिंग को हराम,हिन्दू से मुस्लिम युवती शादी कर ले तो वो हराम। पर कभी इन दल्ले मुल्लो को लव जिहाद, लैंड जिहाद, आतंकवादी और पत्थरबाज के खिलाफ नहीं देखा। क्या इस्लाम में जायज़ है।	HOF	OFFN	TIN
hasoc_hi_278	मै आपकी भावनाओ को दिल से सैल्यूट करता हूँ,पर एक सोल्जर से लेकर ऑफिसर तक इतना प्रेसर है कि, एक आतंकवादी को मारने मे यदि पत्थरबाज मारा जाता है तो, हमे क्या क्या झेलना पड़ता है, ये हमे पता है, हमारे हाथ बॉधकर हमे गन पकड़ाई जाती है, नही तो काश्मीर का सिर्फ एक सोल्युसन #गन #सोल्युसन.	NOT	None	NULL
hasoc_hi_1942	जातिगत भेदभाव की मनुवादी मानसिकता सक्षम दूल्हे को बारात तक नही निकालने देती है, घोड़ी पर नहीं चढ़ने देती है, मूँछ नहीं रखने देती है, इत्यादि इत्यादि .....  मनुवादी जातिगत भेदभाव इनकी DNA में समाया हुआ है !  पहले जाति का समूल नाश हो !  फिर आरक्षण हटाने की बात हो!	NOT	None	NULL
hasoc_hi_1314	अबे कटे लंड के औलाद, रंडी खातून के पैदाईस सुन, अगर गलत को गलत मान रहे हो तो मर्यादित भाषा में टिप्पणी करो।	HOF	PRFN	UNT
hasoc_hi_7772	#लता दीदी, इस तस्वीर में सावरकर की बगल में बैठे शक्स का नाम #नाथूराम_गोडसे है... शायद  #प्रज्ञा_ठाकुर की तरह आपको भी  वह  #राष्ट्रभक्त लगता होगा... दो—चार tweet गोडसे के सम्मान में भी हो जाएं ...	NOT	None	NULL
hasoc_hi_2012	कल इंग्लैंड में भी एक बार तो हिन्दू ख़तरे में आ गए थे फिर एक मुल्ले ने बचा लिया।      #INDvAFG #Shami	NOT	None	NULL
hasoc_hi_2758	#गांधी बापू हम शर्मिंदा है,   तुम्हारे कातिल जिंदा है।  #गोडसे #प्रज्ञा_ठाकुर  @ParulDRayka4 @KRaval20 @ParulDRayka4  @PaunMahesh_INC @LambaAlka @AcharyaPramodk @abhayjotava	NOT	None	NULL
hasoc_hi_672	#राम_मंदिर- हम तो #कोर्ट का फैसला मानेंगे  #राफेल- हम कोर्ट का फैसला क्यों माने  कितनी उत्तम #क्वालिटी के #कमीने हैं ये #काग्रेसी।	HOF	HATE	TIN
hasoc_hi_257	 प्रतिसत सत्य कथन  हिंदू समाज की धार्मिक भावनाओं से खिलवाड़ किया जा रहा सूअर  की कोम देशद्रोही हैं	HOF	HATE	UNT
hasoc_hi_794	रश्मि मेरी भाभी की मोटी गांड़ मेरा मनपसंद खिलौना, शुद्ध देशी चुदाई से कराहती रश्मि भाभी हिन्दी आडियो चुदाई 	HOF	PRFN	UNT
hasoc_hi_5111	चूदाई का मजा लंड लेने से आया 	HOF	PRFN	UNT
hasoc_hi_5524	क्यों बे प्रेस्या  वैसे तो तू बिना बात ही भगवा आतंक का रंडी रोना करता है, और अब मुसलमान लिखने में *%#% फट रही है। और मंदिर है वो धार्मिक स्थल समझा गंवार।	HOF	PRFN	TIN
hasoc_hi_6120	कोई रंडी लगती है । इस महिला की भाषा किसी वेश्या और आवारा रंडियों जैसी है ।	HOF	PRFN	UNT
hasoc_hi_6654	कहाँ का आचार्य भड़वा है ये भड़वा हलाला की पैदाइश है ये ढोंगी	HOF	PRFN	UNT
hasoc_hi_984	अबे हलाला की पैदाइश, आतंकवादी, सुअर    हद में रह,	HOF	PRFN	UNT
hasoc_hi_7506	Breaking news :-    अमेठी में @smritiirani ने @RahulGandhi को उनकी औकात दिखा दी, और जबरदस्त तरीके से अमेठी में जीत हासिल की    #प्रज्ञा_ठाकुर ने @digvijaya_28 को उसकी औकात दिखाई     और बेगूसराय की जनता ने अर्बन नक्सली @kanhaiyakumar को लात मार के भगा दिया    बस यही 3 सीट मुझे देखना था 	HOF	OFFN	TIN
hasoc_hi_7578	इंशिता आजाद ने नीट की परीक्षा में आँल इंडिया स्तर पर 187 वां Sc कैटगरी मे देशभर में तीसरा रैंक हासिल किया।    जब कि नीट में 720 में 673 अंक हासिल किया आरक्षण के विरोधियों को मुँहतोङ जवाब दिया बहुजन बहन को मेरी और से ढेरों शुभकामनाऐ !!  #जय_भीम_नमो_बुद्धाय  @Anjupra7743 @KaranwalTanu	NOT	None	NULL
hasoc_hi_6720	@BJP4Delhi के कार्यकर्ताओं ने कहीं चूड़ियां तो नहीं पहन ली ??    @TajinderBagga जी इसी बात पर इन्हें एक T Shirt बनाकर दीजिये।    हम यहां दंगा फसाद की बात नहीं कर रहे।    हमें उस एक एक सुअर को जेल की काल कोठरी में सड़ते हुए देखना है।    ये नहीं होता है तो फिर नज़ारा अलग होगा	HOF	HATE	TIN
hasoc_hi_460	इनके अल्लाह का नहीं है यहां पर सूअर जो मौलिक साड़ी बकरे की तरह लगते हैं इन दल्लाह का फैसला है	HOF	HATE	TIN
hasoc_hi_3125	नए साल में कन्हैया कुमार को #चार्जशीट मिल गई, लेकिन pm मोदी की #मार्कशीट नहीं मिली   #BJP_भगाओ_देश_बचाओ   @kanhaiyakumar  @AbbasAliRushdi  @UmarKhalidJNU	NOT	None	NULL
hasoc_hi_4501	Boy 1 ; भाग भोसडिके...  Boy 2 ; कहाँ ???    Boy 1 ; लवड़े तू युसेन बोल्ट तो है नहि जो मेरथोन दौड़ अमरीका निकल जाएगा । घर ही निकल ले 	HOF	PRFN	UNT
hasoc_hi_652	रूठे दोस्त को मना लेना चाहिये #Kejriwal जी क्योकि वे     #कमीने सारे राज़ जानते है #आप को समर्पित	NOT	None	NULL
hasoc_hi_6092	वैसे तो 7वीं में मैंने #कुत्ते पर भी निबंध लिखा था, बाकी #काँग्रेसियों खुदही समझ गये होंगे कि मैं क्या बोलना चाहता हूँ	NOT	None	NULL
hasoc_hi_383	आतकवादी से नहीं चाहिए मंदिर को रिपेयर करने के पैसे हिन्दू के पास हैं पैसे बस मंदिर तोडने वाले सूअर के औलाद को कुचला जाएं	HOF	HATE	TIN
hasoc_hi_1310	 हूतिया उसको लूंड बोलते है      तू भोसडी के नोटा लायक ही है 	HOF	PRFN	UNT
hasoc_hi_4921	70 साल तक देश को लूटने वाली #कांग्रेस के पास चुनाव लड़ने के पैसे नहीं थे,  और 5 साल की ईमानदार पार्टी ने  27000 करोड़ रु खर्च कर दिए।,,,	HOF	HATE	TIN
hasoc_hi_3715	ये संघी भड़वा सबसे ज्यादा नफरतों का व्यापार करता है अपने चैनल पर	HOF	PRFN	TIN
hasoc_hi_5046	Ram Naik hi hain U.P. k governor???Muh me dahi jma K baithe hain kya...	HOF	OFFN	TIN
hasoc_hi_1277	कॉमेंट्री वाले भोसड़ीके आँकड़े बता बता कर जिताने की कोसिस करते हुए# #INDvENG	HOF	PRFN	UNT
hasoc_hi_7767	गुजरात में पुलिस हिरासत में 180 मौतें हुई लेकिन सज़ा सिर्फ़ संजीव भट्ट को न्याय में ये दोहरा माप दंड क्यों? क्या हर मामले में हल्ला मचाने वाला मीडिया इस मुद्दे पर कोई चर्चा करेगा?	HOF	HATE	TIN
hasoc_hi_5001	रंड़ी के औलाद तेरे चुतीया रंडीबाज कृष्णा नहाती हुई लड़कीयों का कपड़ा ले कर भागता था भोसड़ी वाला बलात्कारीयो का भगवान बलात्कारी। शंकर लन्ड मत चुस मेरा लन्ड चूस और चुसवा अपनी रंडी माँ से ज्यादा मजा मिलेगा। खिलजी के नाजायज औलाद माधरचोद कुता। भेज अपनी रंडी माँ को अभी चोदता हुँ	HOF	PRFN	UNT
hasoc_hi_5834	सातो सांसद आपके दिल्ली पुलिस आपकी फिर किस बात की देर है। खुजली वाल तो है ही हरामी।  आप कुछ कयू नही करते ।  बहाने बाजी नही चलेगी।	HOF	OFFN	TIN
hasoc_hi_6797	एका माणसाने दुसऱ्याला #नीच म्हटले तर त्यात चुकीचे काय आहे...    #NeechAadmi	NOT	None	NULL
hasoc_hi_6070	सड़क छाप संघियों का हिंदुत्व आसाराम से शुरू होता है और पादवी प्रज्ञा पर खत्म.. 	HOF	OFFN	TIN
hasoc_hi_4913	हर घर का नारा है  मोदी तुमको जाना है।  #लोकसभा #2019    @AbbasAliRushdi @yadavakhilesh @asadowaisi @syedasimwaqar @shaukat_aimim	HOF	OFFN	TIN
